endpoint_id,endpoint,method,service,version_path,auth_scheme,schema_count,deprecated_flag,tags,seed_source
602,/v3/upi/pay,GET,wealth,3,oauth2:implicit,2,0,Certificates,azure.com_iothub.json
603,/v1/aa/fip/discover,PUT,wealth,1,oauth2:implicit,3,0,Certificates,azure.com_iothub.json
604,/v1/accounts/{accountId}/balance,POST,core-banking,1,oauth2:implicit,2,0,Certificates,azure.com_iothub.json
605,/v1/loans/{loanId}/schedule,POST,payments,1,oauth2:implicit,3,0,Certificates,azure.com_iothub.json
606,/v2/upi/pay,GET,notifications,2,oauth2:implicit,2,0,GET,azure.com_iothub.json
607,/v1/aa/consent,DELETE,payments,1,oauth2:implicit,1,0,DELETE,azure.com_iothub.json
608,/v3/accounts/{accountId}/balance,GET,aa-bridge,3,oauth2:implicit,2,0,GET,azure.com_iothub.json
609,/v1/cards/{cardId}/limit,PUT,loans,1,oauth2:implicit,2,0,PUT,azure.com_iothub.json
610,/v3/upi/pay,POST,kyc,3,oauth2:implicit,3,0,POST,azure.com_iothub.json
611,/v1/loans/{loanId}/repayment,POST,kyc,1,oauth2:implicit,3,0,POST,azure.com_iothub.json
612,/v1/transfers/neft,GET,core-banking,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
613,/v1/notifications/preferences,GET,wealth,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
614,/v1/customers/{customerId}/profile,POST,notifications,1,oauth2:implicit,2,0,POST,azure.com_iothub.json
615,/v1/customers/{customerId}/preferences,GET,payments,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
616,/v1/upi/collect,GET,notifications,1,oauth2:implicit,2,0,GET,azure.com_iothub.json
617,/v1/loans/eligibility,GET,loans,1,oauth2:implicit,1,0,IoT Security Solution Analytics,azure.com_security-iotSecuritySolutionAnalytics.json
618,/v1/aa/fip/discover,GET,loans,1,oauth2:implicit,1,0,IoT Security Solution Analytics,azure.com_security-iotSecuritySolutionAnalytics.json
619,/v1/audit/logs,GET,cards,1,oauth2:implicit,1,0,Aggregated Alert,azure.com_security-iotSecuritySolutionAnalytics.json
620,/v3/upi/pay,GET,core-banking,3,oauth2:implicit,1,0,Aggregated Alert,azure.com_security-iotSecuritySolutionAnalytics.json
621,/v1/customers/{customerId}/preferences,POST,kyc,1,oauth2:implicit,0,0,Aggregated Alert,azure.com_security-iotSecuritySolutionAnalytics.json
622,/v1/transfers/swift,GET,notifications,1,oauth2:implicit,1,0,Aggregated Recommendation,azure.com_security-iotSecuritySolutionAnalytics.json
623,/v1/transfers/neft,GET,core-banking,1,oauth2:implicit,1,0,Aggregated Recommendation,azure.com_security-iotSecuritySolutionAnalytics.json
624,/v1/aa/fip/discover,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
625,/v1/cards/{cardId}/freeze,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
626,/v3/upi/pay,GET,notifications,3,none,0,0,Detailed Facility Report,epa.gov_dfr.json
627,/v1/accounts/{accountId}/statement,POST,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
628,/v2/cards/{cardId}/freeze,GET,kyc,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
629,/v1/transfers/imps,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
630,/v1/kyc/verify,GET,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
631,/v1/cards/{cardId}/pin,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
632,/v1/aa/consent,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
633,/v1/cards/issue,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
634,/v2/cards/{cardId}/freeze,GET,cards,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
635,/v1/accounts/{accountId}/statement,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
636,/v1/loans/eligibility,GET,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
637,/v1/aa/consent,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
638,/v1/loans/{loanId}/schedule,GET,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
639,/v1/customers/{customerId}/preferences,POST,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
640,/v1/rd/book,GET,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
641,/v1/fd/book,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
642,/v1/accounts/{accountId}/balance,GET,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
643,/v1/loans/{loanId}/repayment,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
644,/v1/aa/data,GET,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
645,/v1/transfers/neft,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
646,/v1/beneficiaries/{beneficiaryId},GET,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
647,/v2/accounts/{accountId}/balance,POST,forex,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
648,/v1/aa/data,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
649,/v1/kyc/aadhaar,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
650,/v1/aa/data,GET,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
651,/v1/aa/fip/discover,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
652,/v1/rd/book,GET,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
653,/v1/customers/{customerId}/profile,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
654,/v1/aa/fip/discover,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
655,/v1/kyc/aadhaar,POST,forex,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
656,/v1/upi/pay,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
657,/v1/customers/{customerId}/documents,POST,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
658,/v1/loans/{loanId}/repayment,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
659,/v3/upi/pay,POST,audit,3,none,0,0,Detailed Facility Report,epa.gov_dfr.json
660,/v1/beneficiaries,GET,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
661,/v1/audit/logs,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
662,/v1/customers/{customerId}/profile,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
663,/v1/accounts/{accountId}/balance,POST,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
664,/v1/cards/{cardId}/pin,GET,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
665,/v1/accounts/{accountId}/balance,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
666,/v1/loans/eligibility,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
667,/v1/upi/vpa/verify,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
668,/v1/fd/book,GET,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
669,/v1/forex/quote,POST,wealth,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
670,/v1/customers/{customerId}/preferences,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
671,/v2/accounts/{accountId}/balance,POST,forex,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
672,/v1/beneficiaries/{beneficiaryId},GET,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
673,/v1/customers/{customerId}/profile,POST,wealth,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
674,/v1/customers/{customerId}/documents,GET,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
675,/v1/cards/{cardId}/freeze,POST,wealth,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
676,/v1/cards/{cardId}/freeze,GET,wealth,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
677,/v3/upi/pay,POST,aa-bridge,3,none,0,0,Detailed Facility Report,epa.gov_dfr.json
678,/v2/upi/pay,GET,wealth,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
679,/v1/upi/mandate,POST,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
680,/v2/accounts/{accountId}/balance,GET,loans,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
681,/v1/cards/{cardId}/pin,POST,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
682,/v1/kyc/pan,GET,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
683,/v2/transfers/imps,POST,loans,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
684,/v1/upi/collect,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
685,/v1/beneficiaries,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
686,/v1/loans/eligibility,GET,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
687,/v1/upi/collect,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
688,/v1/customers/{customerId}/documents,GET,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
689,/v1/loans/apply,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
690,/v1/upi/vpa/verify,GET,audit,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
691,/v1/transfers/rtgs,POST,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
692,/v3/upi/pay,GET,loans,3,none,0,0,Detailed Facility Report,epa.gov_dfr.json
693,/v1/customers/{customerId}/documents,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
694,/v1/fd/{depositId}/close,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
695,/v1/aa/consent,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
696,/v1/customers/{customerId}/preferences,GET,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
697,/v1/fd/{depositId}/close,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
698,/v2/transfers/imps,GET,payments,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
699,/v1/aa/data,POST,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
700,/v1/cards/{cardId}/pin,GET,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
701,/v1/customers/{customerId}/documents,POST,aa-bridge,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
702,/v1/loans/{loanId}/schedule,GET,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
703,/v1/customers/{customerId}/documents,POST,forex,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
704,/v1/notifications/preferences,GET,core-banking,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
705,/v2/transfers/imps,POST,loans,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
706,/v1/aa/fip/discover,GET,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
707,/v1/beneficiaries/{beneficiaryId},POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
708,/v2/upi/pay,GET,wealth,2,none,0,0,Detailed Facility Report,epa.gov_dfr.json
709,/v1/transfers/rtgs,POST,notifications,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
710,/v1/kyc/aadhaar,GET,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
711,/v1/audit/logs,POST,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
712,/v1/kyc/aadhaar,GET,wealth,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
713,/v1/cards/{cardId}/pin,POST,kyc,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
714,/v1/transfers/neft,GET,payments,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
715,/v1/transfers/imps,POST,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
716,/v1/fd/book,GET,cards,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
717,/v1/forex/book,POST,loans,1,none,0,0,Detailed Facility Report,epa.gov_dfr.json
718,/v1/beneficiaries/{beneficiaryId},POST,cards,1,apiKey,1,0,Project,appveyor.com.json
719,/v1/customers/{customerId}/preferences,GET,cards,1,none,0,0,Build,appveyor.com.json
720,/v3/upi/pay,GET,aa-bridge,3,none,0,0,Build,appveyor.com.json
721,/v1/kyc/video,GET,kyc,1,none,0,0,Build,appveyor.com.json
722,/v1/kyc/aadhaar,POST,notifications,1,apiKey,2,0,Build,appveyor.com.json
723,/v1/beneficiaries/{beneficiaryId},PUT,payments,1,apiKey,2,0,Build,appveyor.com.json
724,/v1/aa/fip/discover,DELETE,aa-bridge,1,apiKey,0,0,Build,appveyor.com.json
725,/v1/loans/eligibility,GET,payments,1,apiKey,0,0,Collaborator,appveyor.com.json
726,/v1/fd/{depositId}/close,PUT,core-banking,1,apiKey,1,0,Collaborator,appveyor.com.json
727,/v1/loans/eligibility,DELETE,core-banking,1,apiKey,0,0,Collaborator,appveyor.com.json
728,/v1/audit/logs,GET,core-banking,1,apiKey,1,0,Collaborator,appveyor.com.json
729,/v1/beneficiaries,POST,loans,1,apiKey,2,0,Deployment,appveyor.com.json
730,/v2/transfers/imps,PUT,aa-bridge,2,apiKey,1,0,Deployment,appveyor.com.json
731,/v1/kyc/video,GET,cards,1,apiKey,1,0,Deployment,appveyor.com.json
732,/v1/accounts/{accountId}/balance,GET,loans,1,apiKey,0,0,Environment,appveyor.com.json
733,/v1/loans/eligibility,POST,kyc,1,apiKey,2,0,Environment,appveyor.com.json
734,/v1/upi/collect,PUT,kyc,1,apiKey,1,0,Environment,appveyor.com.json
735,/v1/cards/{cardId}/limit,DELETE,loans,1,apiKey,0,0,Environment,appveyor.com.json
736,/v2/cards/{cardId}/freeze,GET,aa-bridge,2,apiKey,1,0,Environment,appveyor.com.json
737,/v3/upi/pay,GET,wealth,3,apiKey,1,0,Environment,appveyor.com.json
738,/v1/aa/data,GET,cards,1,apiKey,0,0,Project,appveyor.com.json
739,/v1/accounts/{accountId}/transactions,POST,forex,1,apiKey,2,0,Project,appveyor.com.json
740,/v1/transfers/neft,PUT,cards,1,apiKey,1,0,Project,appveyor.com.json
741,/v1/loans/eligibility,GET,loans,1,none,0,0,Project,appveyor.com.json
742,/v1/accounts/{accountId}/balance,GET,notifications,1,none,0,0,Project,appveyor.com.json
743,/v1/fd/book,GET,audit,1,none,0,0,Project,appveyor.com.json
744,/v1/aa/consent,DELETE,forex,1,apiKey,0,0,Project,appveyor.com.json
745,/v1/aa/fip/discover,GET,cards,1,none,1,0,Project,appveyor.com.json
746,/v1/cards/{cardId}/limit,GET,forex,1,none,0,0,Project,appveyor.com.json
747,/v1/kyc/pan,GET,loans,1,none,1,0,Project,appveyor.com.json
748,/v1/loans/eligibility,GET,forex,1,none,1,0,Project,appveyor.com.json
749,/v1/customers/{customerId}/documents,DELETE,wealth,1,apiKey,0,0,Project,appveyor.com.json
750,/v1/accounts/{accountId}/holds,GET,notifications,1,apiKey,1,0,Project,appveyor.com.json
751,/v1/upi/vpa/verify,GET,wealth,1,none,1,0,Project,appveyor.com.json
752,/v1/transfers/swift,GET,cards,1,apiKey,1,0,Project,appveyor.com.json
753,/v1/transfers/imps,PUT,core-banking,1,apiKey,1,0,Project,appveyor.com.json
754,/v2/upi/pay,GET,loans,2,apiKey,0,0,Project,appveyor.com.json
755,/v1/kyc/aadhaar,PUT,forex,1,apiKey,0,0,Project,appveyor.com.json
756,/v1/rd/book,GET,loans,1,apiKey,0,0,Project,appveyor.com.json
757,/v1/accounts/{accountId}/balance,PUT,payments,1,apiKey,0,0,Project,appveyor.com.json
758,/v1/kyc/pan,GET,loans,1,apiKey,0,0,Role,appveyor.com.json
759,/v1/fd/{depositId}/close,POST,loans,1,apiKey,2,0,Role,appveyor.com.json
760,/v2/transfers/imps,PUT,payments,2,apiKey,1,0,Role,appveyor.com.json
761,/v1/cards/{cardId}/freeze,DELETE,kyc,1,apiKey,0,0,Role,appveyor.com.json
762,/v1/upi/mandate,GET,core-banking,1,apiKey,1,0,Role,appveyor.com.json
763,/v1/aa/consent,PUT,loans,1,apiKey,2,0,User,appveyor.com.json
764,/v1/aa/fip/discover,GET,payments,1,apiKey,0,0,User,appveyor.com.json
765,/v1/transfers/imps,PUT,notifications,1,apiKey,1,0,User,appveyor.com.json
766,/v1/fd/{depositId}/close,GET,loans,1,apiKey,0,0,User,appveyor.com.json
767,/v1/audit/logs,POST,core-banking,1,apiKey,1,0,User,appveyor.com.json
768,/v1/loans/eligibility,DELETE,cards,1,apiKey,0,0,User,appveyor.com.json
769,/v1/beneficiaries,DELETE,cards,1,apiKey,0,0,User,appveyor.com.json
770,/v1/transfers/swift,GET,aa-bridge,1,apiKey,1,0,User,appveyor.com.json
771,/v1/upi/mandate,GET,wealth,1,http:bearer,0,0,edge-config,vercel.com.json
772,/v2/transfers/imps,POST,wealth,2,http:bearer,0,0,edge-config,vercel.com.json
773,/v1/loans/{loanId}/schedule,DELETE,cards,1,http:bearer,0,0,edge-config,vercel.com.json
774,/v1/loans/{loanId}/repayment,GET,cards,1,http:bearer,0,0,edge-config,vercel.com.json
775,/v2/transfers/imps,PUT,notifications,2,http:bearer,0,0,edge-config,vercel.com.json
776,/v1/kyc/video,GET,cards,1,http:bearer,1,0,edge-config,vercel.com.json
777,/v1/fd/book,GET,wealth,1,http:bearer,1,0,edge-config,vercel.com.json
778,/v1/rd/book,PATCH,aa-bridge,1,http:bearer,0,0,edge-config,vercel.com.json
779,/v2/upi/pay,POST,aa-bridge,2,http:bearer,0,0,edge-config,vercel.com.json
780,/v2/accounts/{accountId}/balance,GET,wealth,2,http:bearer,1,0,edge-config,vercel.com.json
781,/v1/notifications/preferences,DELETE,payments,1,http:bearer,0,0,edge-config,vercel.com.json
782,/v1/accounts/{accountId}/balance,GET,wealth,1,http:bearer,1,0,edge-config,vercel.com.json
783,/v2/transfers/imps,POST,aa-bridge,2,none,0,0,authentication,vercel.com.json
784,/v1/loans/eligibility,GET,notifications,1,none,0,0,authentication,vercel.com.json
785,/v1/beneficiaries/{beneficiaryId},GET,payments,1,http:bearer,0,0,checks,vercel.com.json
786,/v2/cards/{cardId}/freeze,POST,aa-bridge,2,http:bearer,0,0,checks,vercel.com.json
787,/v1/fd/book,GET,payments,1,http:bearer,0,0,checks,vercel.com.json
788,/v1/customers/{customerId}/documents,PATCH,notifications,1,http:bearer,0,0,checks,vercel.com.json
789,/v1/customers/{customerId}/preferences,POST,wealth,1,http:bearer,0,0,checks,vercel.com.json
790,/v1/beneficiaries,PATCH,payments,1,http:bearer,0,0,dns,vercel.com.json
791,/v1/kyc/aadhaar,DELETE,payments,1,http:bearer,0,0,integrations,vercel.com.json
792,/v1/cards/{cardId}/limit,GET,forex,1,http:bearer,0,0,integrations,vercel.com.json
793,/v1/aa/data,GET,payments,1,http:bearer,0,0,integrations,vercel.com.json
794,/v1/fd/{depositId}/close,GET,audit,1,http:bearer,0,0,integrations,vercel.com.json
795,/v1/cards/{cardId}/limit,DELETE,aa-bridge,1,http:bearer,0,0,logDrains,vercel.com.json
796,/v1/customers/{customerId}/preferences,GET,forex,1,http:bearer,0,0,integrations,vercel.com.json
797,/v1/notifications/preferences,GET,payments,1,http:bearer,0,0,logDrains,vercel.com.json
798,/v1/kyc/aadhaar,POST,loans,1,http:bearer,0,0,logDrains,vercel.com.json
799,/v1/upi/mandate,DELETE,wealth,1,http:bearer,0,0,logDrains,vercel.com.json
800,/v1/aa/consent,GET,aa-bridge,1,http:bearer,0,0,logDrains,vercel.com.json
801,/v1/transfers/swift,GET,wealth,1,http:bearer,0,0,projects,vercel.com.json
802,/v2/accounts/{accountId}/balance,POST,cards,2,http:bearer,0,0,teams,vercel.com.json
803,/v1/upi/collect,DELETE,loans,1,http:bearer,0,0,teams,vercel.com.json
804,/v1/customers/{customerId}/profile,DELETE,loans,1,http:bearer,0,0,teams,vercel.com.json
805,/v1/transfers/swift,POST,notifications,1,http:bearer,0,0,teams,vercel.com.json
806,/v1/accounts/{accountId}/transactions,POST,kyc,1,http:bearer,0,0,teams,vercel.com.json
807,/v1/cards/{cardId}/pin,DELETE,payments,1,http:bearer,0,0,teams,vercel.com.json
808,/v1/aa/data,PATCH,kyc,1,http:bearer,0,0,teams,vercel.com.json
809,/v1/kyc/verify,POST,payments,1,http:bearer,0,0,teams,vercel.com.json
810,/v1/cards/{cardId}/freeze,GET,wealth,1,http:bearer,0,0,teams,vercel.com.json
811,/v1/fd/book,DELETE,loans,1,http:bearer,0,0,user,vercel.com.json
812,/v1/transfers/swift,GET,aa-bridge,1,http:bearer,0,0,webhooks,vercel.com.json
813,/v1/upi/vpa/verify,POST,aa-bridge,1,http:bearer,0,0,webhooks,vercel.com.json
814,/v2/cards/{cardId}/freeze,DELETE,forex,2,http:bearer,0,0,webhooks,vercel.com.json
815,/v1/customers/{customerId}/profile,GET,core-banking,1,http:bearer,0,0,webhooks,vercel.com.json
816,/v1/transfers/swift,POST,loans,1,http:bearer,0,0,projects,vercel.com.json
817,/v3/accounts/{accountId}/balance,GET,cards,3,http:bearer,0,0,deployments,vercel.com.json
818,/v1/beneficiaries,PATCH,notifications,1,http:bearer,0,0,deployments,vercel.com.json
819,/v1/beneficiaries/{beneficiaryId},POST,core-banking,1,http:bearer,0,0,deployments,vercel.com.json
820,/v1/accounts/{accountId}/holds,GET,core-banking,1,http:bearer,0,0,deployments,vercel.com.json
821,/v1/forex/book,DELETE,loans,1,http:bearer,0,0,deployments,vercel.com.json
822,/v1/kyc/video,DELETE,core-banking,1,http:bearer,0,0,aliases,vercel.com.json
823,/v1/kyc/video,GET,audit,1,http:bearer,0,0,deployments,vercel.com.json
824,/v1/beneficiaries,GET,kyc,1,http:bearer,0,0,aliases,vercel.com.json
825,/v1/transfers/rtgs,POST,loans,1,http:bearer,0,0,aliases,vercel.com.json
826,/v1/customers/{customerId}/profile,POST,audit,1,http:bearer,0,0,dns,vercel.com.json
827,/v1/accounts/{accountId}/statement,DELETE,kyc,1,http:bearer,0,0,dns,vercel.com.json
828,/v2/accounts/{accountId}/balance,POST,cards,2,http:bearer,0,0,deployments,vercel.com.json
829,/v2/upi/pay,GET,core-banking,2,http:bearer,0,0,logDrains,vercel.com.json
830,/v1/loans/apply,POST,payments,1,http:bearer,0,0,logDrains,vercel.com.json
831,/v1/audit/logs,DELETE,kyc,1,http:bearer,0,0,secrets,vercel.com.json
832,/v1/customers/{customerId}/documents,PATCH,payments,1,http:bearer,0,0,secrets,vercel.com.json
833,/v1/transfers/rtgs,POST,forex,1,http:bearer,0,0,secrets,vercel.com.json
834,/v1/rd/book,GET,aa-bridge,1,http:bearer,0,0,teams,vercel.com.json
835,/v1/aa/consent,GET,forex,1,http:bearer,1,0,teams,vercel.com.json
836,/v1/cards/{cardId}/freeze,PATCH,forex,1,http:bearer,1,0,teams,vercel.com.json
837,/v1/fd/book,GET,loans,1,http:bearer,0,0,teams,vercel.com.json
838,/v1/kyc/verify,GET,audit,1,http:bearer,0,0,user,vercel.com.json
839,/v1/accounts/{accountId}/holds,GET,audit,1,http:bearer,0,0,user,vercel.com.json
840,/v1/accounts/{accountId}/statement,GET,forex,1,http:bearer,0,0,secrets,vercel.com.json
841,/v1/cards/{cardId}/freeze,GET,forex,1,http:bearer,0,0,secrets,vercel.com.json
842,/v1/customers/{customerId}/documents,POST,kyc,1,http:bearer,0,0,authentication,vercel.com.json
843,/v1/customers/{customerId}/profile,DELETE,loans,1,http:bearer,0,0,authentication,vercel.com.json
844,/v2/upi/pay,GET,aa-bridge,2,http:bearer,0,0,aliases,vercel.com.json
845,/v1/loans/{loanId}/schedule,GET,payments,1,http:bearer,0,0,aliases,vercel.com.json
846,/v1/loans/{loanId}/schedule,POST,wealth,1,http:bearer,0,0,domains,vercel.com.json
847,/v2/upi/pay,POST,audit,2,http:bearer,0,0,domains,vercel.com.json
848,/v1/fd/book,GET,forex,1,http:bearer,0,0,domains,vercel.com.json
849,/v1/accounts/{accountId}/holds,GET,loans,1,http:bearer,0,0,domains,vercel.com.json
850,/v3/upi/pay,GET,payments,3,http:bearer,0,0,dns,vercel.com.json
851,/v1/kyc/pan,GET,loans,1,http:bearer,0,0,domains,vercel.com.json
852,/v1/cards/{cardId}/limit,GET,cards,1,http:bearer,0,0,domains,vercel.com.json
853,/v1/audit/logs,GET,wealth,1,http:bearer,0,0,authentication,vercel.com.json
854,/v1/transfers/imps,GET,notifications,1,http:bearer,0,0,authentication,vercel.com.json
855,/v1/aa/consent,GET,aa-bridge,1,http:bearer,0,0,deployments,vercel.com.json
856,/v1/aa/consent,GET,notifications,1,http:bearer,0,0,deployments,vercel.com.json
857,/v3/accounts/{accountId}/balance,GET,payments,3,http:bearer,0,0,deployments,vercel.com.json
858,/v1/kyc/video,DELETE,forex,1,http:bearer,0,0,domains,vercel.com.json
859,/v1/transfers/imps,GET,wealth,1,http:bearer,0,0,domains,vercel.com.json
860,/v1/transfers/rtgs,POST,forex,1,http:bearer,0,0,certs,vercel.com.json
861,/v1/customers/{customerId}/preferences,PUT,audit,1,http:bearer,0,0,certs,vercel.com.json
862,/v1/forex/book,DELETE,aa-bridge,1,http:bearer,0,0,certs,vercel.com.json
863,/v1/aa/data,GET,wealth,1,http:bearer,0,0,certs,vercel.com.json
864,/v1/aa/consent,POST,audit,1,http:bearer,0,0,artifacts,vercel.com.json
865,/v1/loans/{loanId}/schedule,POST,forex,1,http:bearer,0,0,artifacts,vercel.com.json
866,/v1/transfers/neft,GET,payments,1,http:bearer,0,0,artifacts,vercel.com.json
867,/v1/notifications/preferences,GET,wealth,1,http:bearer,0,0,artifacts,vercel.com.json
868,/v1/rd/book,HEAD,notifications,1,http:bearer,0,0,artifacts,vercel.com.json
869,/v1/customers/{customerId}/preferences,PUT,notifications,1,http:bearer,0,0,artifacts,vercel.com.json
870,/v1/audit/logs,GET,audit,1,http:bearer,0,0,projects,vercel.com.json
871,/v1/cards/{cardId}/freeze,POST,kyc,1,http:bearer,0,0,projects,vercel.com.json
872,/v1/upi/mandate,DELETE,audit,1,http:bearer,0,0,projects,vercel.com.json
873,/v1/cards/{cardId}/limit,GET,wealth,1,http:bearer,0,0,projects,vercel.com.json
874,/v1/accounts/{accountId}/statement,PATCH,notifications,1,http:bearer,0,0,projects,vercel.com.json
875,/v1/forex/quote,GET,kyc,1,http:bearer,0,0,projects,vercel.com.json
876,/v1/notifications/preferences,POST,kyc,1,http:bearer,0,0,projects,vercel.com.json
877,/v1/transfers/rtgs,DELETE,loans,1,http:bearer,0,0,projects,vercel.com.json
878,/v1/loans/{loanId}/repayment,GET,kyc,1,http:bearer,0,0,projects,vercel.com.json
879,/v2/transfers/imps,PATCH,forex,2,http:bearer,0,0,projects,vercel.com.json
880,/v3/upi/pay,POST,kyc,3,http:bearer,0,0,projects,vercel.com.json
881,/v1/kyc/aadhaar,GET,forex,1,http:bearer,0,0,projects,vercel.com.json
882,/v1/transfers/neft,DELETE,payments,1,http:bearer,0,0,projects,vercel.com.json
883,/v1/customers/{customerId}/documents,PATCH,aa-bridge,1,http:bearer,0,0,projects,vercel.com.json
884,/v1/beneficiaries/{beneficiaryId},GET,audit,1,none,1,0,Webinars,getgo.com_gotowebinar.json
885,/v1/notifications/preferences,GET,core-banking,1,none,0,0,Webinars,getgo.com_gotowebinar.json
