endpoint_id,endpoint,method,service,version_path,auth_scheme,schema_count,deprecated_flag,in_registry,last_seen_days,call_count_7d,auth_fail_rate_7d,p95_latency_ms,last_deploy_days,owner_present,runtime,runtime_version,cve_id,max_cvss,lifecycle_state,is_zombie,is_shadow,risk_score
1024,/v2/transfers/imps,GET,payments,2,http:basic|http:bearer,2,0,1,0,11353,0.0141,332,40,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,24.6
1025,/v1/upi/pay,POST,kyc,1,http:basic|http:bearer,2,0,1,2,8612,0.0129,83,12,1,python,3.11,CVE-2024-0397,5.9,active,0,0,14.62
1026,/v1/rd/book,GET,wealth,1,http:basic|http:bearer,1,1,1,0,500,0.0285,293,667,1,springboot,2.5.0,CVE-2022-22965,9.8,deprecated,0,0,27.6
1027,/v1/accounts/{accountId}/balance,POST,notifications,1,http:basic|http:bearer,2,0,1,2,12279,0.0192,180,50,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,16.87
1028,/v1/accounts/{accountId}/statement,DELETE,audit,1,http:basic|http:bearer,2,1,1,2,17556,0.0268,1292,1021,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,68.74
1029,/internal/customers/{customerId}/preferences,GET,payments,1,none,0,0,0,5,3630,0.1722,99,67,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,1,77.44
1030,/internal/loans/apply,POST,loans,1,http:basic|http:bearer,0,0,0,2,2387,0.1576,573,11,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,1,65.13
1031,/v1/accounts/{accountId}/transactions,POST,core-banking,1,http:basic|http:bearer,2,0,1,1,12392,0.0005,69,19,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,7.47
1032,/v1/forex/book,GET,notifications,1,http:basic|http:bearer,1,0,1,1,17403,0.0075,101,3,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,15.93
1033,/v1/rd/book,POST,cards,1,http:basic|http:bearer,2,1,1,3,262,0.0254,616,574,1,nodejs,18.19,CVE-2024-22019,7.5,deprecated,0,0,24.99
1034,/v1/fd/{depositId}/close,DELETE,cards,1,http:basic|http:bearer,2,0,1,1,36749,0.0081,287,1,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,15.52
1035,/internal/cards/{cardId}/freeze,GET,wealth,2,none,0,0,1,0,2254,0.3216,1250,86,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,0,1,66.59
1036,/v1/transfers/rtgs,POST,audit,1,http:basic|http:bearer,2,0,1,2,33296,0.0041,112,23,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,6.47
1037,/v3/accounts/{accountId}/balance,GET,cards,3,http:basic|http:bearer,1,0,1,2,2592,0.0969,1336,1290,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,56.55
1038,/v1/beneficiaries/{beneficiaryId},POST,core-banking,1,http:basic|http:bearer,2,0,1,0,32100,0.0055,168,53,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,17.47
1039,/v1/upi/pay,DELETE,notifications,1,http:basic|http:bearer,2,1,1,0,22174,0.0873,776,458,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,60.11
1040,/v1/cards/issue,GET,loans,1,http:basic|http:bearer,2,0,1,1,46272,0.0025,111,46,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,23.98
1041,/v1/loans/{loanId}/repayment,POST,forex,1,http:basic|http:bearer,2,0,1,0,23003,0.0604,851,1066,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,58.72
1042,/v1/notifications/preferences,POST,kyc,1,http:basic|http:bearer,2,0,1,2,21578,0.0068,275,38,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,21.05
1043,/v1/aa/fip/discover,GET,aa-bridge,1,http:basic|http:bearer,1,0,1,0,40397,0.0095,44,43,1,python,3.11,CVE-2024-0397,5.9,active,0,0,12.42
1044,/v1/accounts/{accountId}/balance,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,2,19022,0.081,1302,531,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,55.69
1045,/v1/upi/mandate,DELETE,cards,1,http:basic|http:bearer,2,1,1,14,436,0.0408,555,306,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,24.11
1046,/v1/cards/{cardId}/limit,GET,notifications,1,http:basic|http:bearer,2,1,1,1,15673,0.0342,217,620,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,1,0,63.43
1047,/v1/aa/consent,GET,payments,1,http:basic|http:bearer,1,0,1,0,18924,0.0136,223,12,0,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,21.38
1048,/v1/accounts/{accountId}/statement,GET,wealth,1,http:basic|http:bearer,2,0,1,36,63,0.2918,275,939,0,dotnet,6.0,CVE-2024-21386,7.5,orphaned,0,0,58.44
1049,/v2/cards/{cardId}/freeze,POST,loans,2,http:basic|http:bearer,2,0,1,33,0,0.099,1881,72,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,0,38.38
1050,/v1/upi/vpa/verify,GET,payments,1,http:basic|http:bearer,2,0,1,2,13198,0.0132,329,43,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,10.83
1051,/v1/kyc/pan,POST,loans,1,http:basic|http:bearer,2,0,1,2,8904,0.0149,105,16,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,20.34
1052,/v3/accounts/{accountId}/balance,GET,notifications,3,http:basic|http:bearer,1,1,1,2,28632,0.0419,247,1456,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,62.15
1053,/v2/accounts/{accountId}/balance,POST,wealth,2,http:basic|http:bearer,2,0,1,1,42506,0.0135,372,3,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,17.47
1054,/v1/forex/quote,GET,kyc,1,http:basic|http:bearer,1,0,1,1,18459,0.0024,305,29,1,python,3.11,CVE-2024-0397,5.9,active,0,0,9.43
1055,/v1/accounts/{accountId}/transactions,POST,core-banking,1,http:basic|http:bearer,2,1,1,2,10357,0.0238,1060,1455,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,62.19
1056,/v1/accounts/{accountId}/balance,POST,payments,1,http:basic|http:bearer,2,0,1,2,2162,0.0198,155,44,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,16.1
1057,/internal/fd/{depositId}/close,GET,cards,1,none,0,0,0,3,1397,0.2317,178,80,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,1,95.53
1058,/v1/customers/{customerId}/documents,GET,forex,1,http:basic|http:bearer,2,1,1,2,29123,0.0701,884,877,0,python,3.9,CVE-2023-40217,5.3,orphaned,1,0,59.89
1059,/v2/transfers/imps,GET,cards,2,http:basic|http:bearer,1,0,1,0,22362,0.1646,161,60,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,18.33
1060,/v1/loans/{loanId}/schedule,GET,core-banking,1,http:basic|http:bearer,2,0,1,0,6105,0.0195,57,24,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,19.88
1061,/v1/accounts/{accountId}/statement,GET,loans,1,http:basic|http:bearer,2,0,1,0,4563,0.0184,266,3,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,0.0
1062,/v1/forex/quote,POST,audit,1,http:basic|http:bearer,2,0,1,0,44904,0.0011,66,18,1,python,3.7,CVE-2023-24329,7.5,active,0,0,20.97
1063,/v1/loans/{loanId}/repayment,GET,kyc,1,http:basic|http:bearer,1,0,1,1,15777,0.1196,377,39,1,python,3.7,CVE-2023-24329,7.5,active,0,0,11.48
1064,/v1/loans/eligibility,GET,wealth,1,http:basic|http:bearer,2,1,1,2,6318,0.0472,253,1294,0,golang,1.19,CVE-2023-29406,6.5,orphaned,1,0,58.08
1065,/v1/customers/{customerId}/documents,GET,aa-bridge,1,http:basic|http:bearer,1,0,1,2,47246,0.0014,139,57,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,8.03
1066,/v1/customers/{customerId}/documents,POST,notifications,1,http:basic|http:bearer,2,1,1,5,225,0.0241,735,635,1,springboot,3.2.0,CVE-2024-22243,6.1,deprecated,0,0,13.04
1067,/v1/accounts/{accountId}/holds,GET,payments,1,http:basic|http:bearer,2,1,1,0,7183,0.0449,1092,1415,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,66.2
1068,/v2/accounts/{accountId}/balance,POST,cards,2,http:basic|http:bearer,2,1,1,8,407,0.0073,580,496,1,nodejs,18.19,CVE-2024-22019,7.5,deprecated,0,0,17.91
1069,/v2/transfers/imps,POST,aa-bridge,2,http:basic|http:bearer,2,0,1,0,226,0.0117,387,9,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,17.89
1070,/v1/fd/book,POST,notifications,1,http:basic|http:bearer,2,0,1,0,42479,0.0182,75,21,1,python,3.9,CVE-2023-40217,5.3,active,0,0,11.3
1071,/v1/customers/{customerId}/documents,GET,kyc,1,http:basic|http:bearer,2,0,1,66,76,0.2231,1944,1052,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,0,51.31
1072,/v1/upi/mandate,GET,cards,1,http:basic|http:bearer,1,0,1,0,30273,0.0175,61,31,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,20.99
1073,/v1/accounts/{accountId}/statement,GET,forex,1,http:basic|http:bearer,2,1,1,11,127,0.0233,318,424,1,dotnet,8.0,CVE-2024-30045,6.8,deprecated,0,0,12.36
1074,/internal/notifications/preferences,GET,wealth,1,none,0,0,0,5,3129,0.1821,427,0,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,1,87.27
1075,/v1/accounts/{accountId}/holds,POST,forex,1,http:basic|http:bearer,2,1,1,2,5262,0.022,746,548,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,21.49
1076,/v1/loans/{loanId}/schedule,GET,loans,1,http:basic|http:bearer,2,0,1,0,17670,0.0144,213,54,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,5.53
1077,/v1/transfers/neft,POST,kyc,1,http:basic|http:bearer,2,0,1,0,17656,0.0182,50,53,1,python,3.7,CVE-2023-24329,7.5,active,0,0,14.12
1078,/v2/accounts/{accountId}/balance,POST,notifications,2,http:basic|http:bearer,2,0,1,21,43,0.284,824,1299,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,0,57.46
1079,/v1/accounts/{accountId}/statement,POST,loans,1,http:basic|http:bearer,2,0,1,0,35032,0.0195,359,56,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,20.59
1080,/v1/accounts/{accountId}/holds,POST,loans,1,http:basic|http:bearer,2,0,1,0,9071,0.0159,138,34,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,14.83
1081,/v1/cards/issue,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,1,42190,0.0049,63,48,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,16.53
1082,/v1/forex/quote,GET,core-banking,1,http:basic|http:bearer,1,0,1,1,28873,0.0319,706,474,0,nodejs,18.19,CVE-2024-22019,7.5,orphaned,1,0,54.41
1083,/v3/accounts/{accountId}/balance,POST,forex,3,http:basic|http:bearer,2,1,1,2,19023,0.0367,366,1328,0,golang,1.19,CVE-2023-29406,6.5,orphaned,1,0,69.85
1084,/v1/kyc/aadhaar,GET,wealth,1,http:basic|http:bearer,2,1,1,12,461,0.0323,621,563,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,19.43
1085,/v1/loans/apply,POST,audit,1,http:basic|http:bearer,2,0,1,2,25002,0.0105,287,45,1,python,3.9,CVE-2023-40217,5.3,active,0,0,13.62
1086,/v1/cards/{cardId}/freeze,POST,notifications,1,http:basic|http:bearer,2,0,1,1,42318,0.0184,338,387,1,python,3.9,CVE-2023-40217,5.3,active,0,0,20.36
1087,/v1/upi/mandate,GET,kyc,1,http:basic|http:bearer,1,1,1,1,10162,0.0445,972,686,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,60.43
1088,/v2/transfers/imps,POST,core-banking,2,http:basic|http:bearer,2,0,1,0,19836,0.0089,220,14,1,python,3.9,CVE-2023-40217,5.3,active,0,0,9.8
1089,/v1/loans/{loanId}/schedule,GET,notifications,1,http:basic|http:bearer,1,1,1,5,228,0.0226,542,598,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,16.5
1090,/v1/customers/{customerId}/profile,POST,audit,1,http:basic|http:bearer,2,0,1,1,2119,0.0036,159,16,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,15.55
1091,/internal/transfers/imps,GET,notifications,2,none,0,0,0,4,4160,0.3051,1368,10,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,1,89.72
1092,/v1/upi/mandate,POST,cards,1,http:basic|http:bearer,2,0,1,0,36284,0.004,140,43,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,19.23
1093,/v1/fd/book,POST,kyc,1,http:basic|http:bearer,2,0,1,42,24,0.2264,482,1477,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,0,53.92
1094,/v2/transfers/imps,GET,wealth,2,http:basic|http:bearer,1,0,1,1,29945,0.0477,1027,1195,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,64.17
1095,/v1/fd/{depositId}/close,POST,aa-bridge,1,http:basic|http:bearer,2,0,1,2,10283,0.0173,156,14,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,18.03
1096,/v1/upi/vpa/verify,GET,aa-bridge,1,http:basic|http:bearer,1,0,1,2,38969,0.0157,279,46,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,17.08
1097,/v1/cards/{cardId}/freeze,GET,aa-bridge,1,http:basic|http:bearer,2,1,1,1,9155,0.0543,1055,794,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,46.92
1098,/v1/rd/book,POST,audit,1,http:basic|http:bearer,2,0,1,0,20525,0.0189,44,31,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,21.25
1099,/v1/kyc/video,POST,wealth,1,http:basic|http:bearer,2,0,1,1,28399,0.0137,246,48,1,python,3.11,CVE-2024-0397,5.9,active,0,0,14.56
1100,/v1/upi/mandate,GET,cards,1,http:basic|http:bearer,2,0,1,2,2023,0.0114,56,59,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,21.64
1101,/v1/beneficiaries,POST,loans,1,http:basic|http:bearer,2,1,1,12,318,0.0457,687,580,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,10.75
1102,/internal/customers/{customerId}/documents,POST,aa-bridge,1,http:basic|http:bearer,0,0,0,1,4428,0.2546,1022,13,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,1,76.36
1103,/v1/aa/consent,POST,forex,1,http:basic|http:bearer,2,0,1,0,7336,0.0135,130,2,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,12.86
1104,/v3/accounts/{accountId}/balance,GET,forex,3,http:basic|http:bearer,1,0,1,0,13541,0.0014,237,18,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,20.78
1105,/v1/beneficiaries,POST,audit,1,http:basic|http:bearer,2,0,1,15,58,0.0644,1261,387,0,python,3.7,CVE-2023-24329,7.5,orphaned,0,0,31.25
1106,/v2/upi/pay,GET,aa-bridge,2,http:basic|http:bearer,2,0,1,0,8963,0.0107,284,313,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,24.22
1107,/v1/aa/fip/discover,POST,cards,1,http:basic|http:bearer,2,0,1,2,44067,0.0095,349,36,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,8.47
1108,/v1/beneficiaries,GET,loans,1,http:basic|http:bearer,1,0,1,2,45381,0.0092,143,0,1,python,3.9,CVE-2023-40217,5.3,active,0,0,7.85
1109,/v1/aa/consent,POST,core-banking,1,http:basic|http:bearer,2,0,1,1,40139,0.0162,309,21,1,python,3.9,CVE-2023-40217,5.3,active,0,0,21.03
1110,/v1/kyc/video,GET,forex,1,http:basic|http:bearer,2,0,1,2,3061,0.0147,187,41,1,python,3.9,CVE-2023-40217,5.3,active,0,0,10.64
1111,/v1/forex/quote,POST,forex,1,http:basic|http:bearer,2,0,1,2,19993,0.0078,129,26,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,14.66
1112,/v1/aa/consent,POST,audit,1,http:basic|http:bearer,2,0,1,65,49,0.2777,575,560,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,0,55.66
1113,/v2/upi/pay,GET,core-banking,2,http:basic|http:bearer,1,0,1,0,18442,0.0177,315,18,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,18.37
1114,/v1/transfers/swift,GET,audit,1,http:basic|http:bearer,1,0,1,34,63,0.1528,1760,1497,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,47.46
1115,/v3/upi/pay,POST,notifications,3,http:basic|http:bearer,2,0,1,0,33556,0.0153,206,26,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,17.7
1116,/v1/audit/logs,GET,audit,1,http:basic|http:bearer,2,0,1,0,30788,0.0005,367,44,1,python,3.9,CVE-2023-40217,5.3,active,0,0,23.08
1117,/v1/loans/eligibility,POST,forex,1,http:basic|http:bearer,2,0,1,2,373,0.0171,243,2,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,12.62
1118,/v1/accounts/{accountId}/transactions,POST,audit,1,http:basic|http:bearer,2,0,1,2,30924,0.0097,74,5,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,19.04
1119,/v1/accounts/{accountId}/holds,GET,wealth,1,http:basic|http:bearer,1,0,1,63,17,0.1677,771,695,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,0,0,53.51
1120,/v2/transfers/imps,GET,loans,2,http:basic|http:bearer,2,1,1,2,13098,0.0062,500,352,1,nodejs,18.19,CVE-2024-22019,7.5,deprecated,0,0,24.3
1121,/v1/kyc/video,GET,cards,1,http:basic|http:bearer,1,0,1,1,12161,0.0043,57,57,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,24.28
1122,/v2/upi/pay,GET,core-banking,2,http:basic|http:bearer,2,0,1,0,42101,0.0162,368,42,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,19.26
1123,/v1/rd/book,GET,payments,1,http:basic|http:bearer,2,0,1,1,29597,0.001,42,3,1,dotnet,8.0,CVE-2024-30045,6.8,active,0,0,7.95
1124,/v1/beneficiaries,GET,core-banking,1,http:basic|http:bearer,1,0,1,0,17,0.0182,142,5,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,24.55
1125,/v1/customers/{customerId}/documents,GET,kyc,1,http:basic|http:bearer,2,1,1,2,24920,0.0251,397,708,0,springboot,2.5.0,CVE-2022-22965,9.8,orphaned,1,0,56.95
1126,/v1/transfers/swift,GET,loans,1,http:basic|http:bearer,1,0,1,1,21647,0.0112,137,39,1,python,3.11,CVE-2024-0397,5.9,active,0,0,14.15
1127,/v1/transfers/rtgs,POST,cards,1,http:basic|http:bearer,2,0,1,1,8417,0.0046,94,22,1,springboot,2.5.0,CVE-2022-22965,9.8,active,0,0,16.23
1128,/v2/accounts/{accountId}/balance,DELETE,notifications,2,http:basic|http:bearer,2,0,1,1,1285,0.0078,274,14,0,golang,1.21,CVE-2024-24784,6.5,active,0,0,28.13
1129,/v1/kyc/video,GET,cards,1,http:basic|http:bearer,2,1,1,0,44,0.0443,520,488,1,python,3.9,CVE-2023-40217,5.3,deprecated,0,0,18.9
1130,/internal/transfers/imps,POST,loans,2,none,0,0,0,1,4442,0.4165,1215,21,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,0,1,93.48
1131,/internal/upi/vpa/verify,GET,payments,1,none,0,0,0,6,1138,0.2328,1351,88,0,golang,1.21,CVE-2024-24784,6.5,orphaned,0,1,85.3
1132,/v1/cards/{cardId}/freeze,POST,loans,1,http:basic|http:bearer,2,0,1,2,38840,0.009,301,40,1,python,3.11,CVE-2024-0397,5.9,active,0,0,20.63
1133,/v1/cards/{cardId}/freeze,GET,forex,1,http:basic|http:bearer,2,1,1,0,129,0.0011,227,496,1,python,3.7,CVE-2023-24329,7.5,deprecated,0,0,22.27
1134,/v1/fd/book,GET,cards,1,http:basic|http:bearer,1,1,1,2,5601,0.0248,967,1386,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,1,0,56.97
1135,/v1/upi/mandate,GET,core-banking,1,http:basic|http:bearer,1,1,1,3,482,0.0363,554,516,1,nodejs,20.11,CVE-2024-21892,7.8,deprecated,0,0,27.03
1136,/v1/fd/book,GET,cards,1,http:basic|http:bearer,2,1,1,12,30,0.026,524,475,1,nodejs,14.21,CVE-2023-30581,8.8,deprecated,0,0,29.34
1137,/v1/kyc/video,POST,core-banking,1,http:basic|http:bearer,2,0,1,1,14230,0.0394,1304,475,0,golang,1.21,CVE-2024-24784,6.5,orphaned,1,0,48.19
1138,/v1/accounts/{accountId}/statement,POST,core-banking,1,http:basic|http:bearer,2,0,1,2,26576,0.0378,981,1432,0,python,3.9,CVE-2023-40217,5.3,orphaned,1,0,60.1
1139,/v1/transfers/swift,POST,payments,1,http:basic|http:bearer,2,0,1,1,5086,0.0191,66,40,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,22.27
1140,/v1/aa/consent,GET,forex,1,http:basic|http:bearer,1,0,1,0,39338,0.011,144,15,1,python,3.7,CVE-2023-24329,7.5,active,0,0,14.1
1141,/v1/loans/eligibility,POST,core-banking,1,http:basic|http:bearer,2,0,1,46,21,0.2304,701,1233,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,0,58.69
1142,/v1/aa/consent,GET,aa-bridge,1,http:basic|http:bearer,1,0,1,2,29877,0.0194,143,17,1,python,3.9,CVE-2023-40217,5.3,active,0,0,10.8
1143,/v1/forex/quote,DELETE,forex,1,http:basic|http:bearer,2,0,1,1,26599,0.0076,281,28,1,golang,1.19,CVE-2023-29406,6.5,active,0,0,14.21
1144,/v1/loans/apply,GET,wealth,1,http:basic|http:bearer,1,0,1,26,61,0.055,981,1240,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,0,39.93
1145,/internal/accounts/{accountId}/holds,POST,audit,1,none,0,0,0,4,4925,0.3149,1182,22,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,1,83.49
1146,/v1/upi/pay,GET,payments,1,http:basic|http:bearer,1,0,1,2,40216,0.0096,210,8,1,nodejs,14.21,CVE-2023-30581,8.8,active,0,0,12.58
1147,/v1/transfers/rtgs,POST,audit,1,http:basic|http:bearer,2,0,1,0,773,0.0003,296,46,1,python,3.9,CVE-2023-40217,5.3,active,0,0,3.87
1148,/v1/forex/book,GET,cards,1,http:basic|http:bearer,2,0,1,1,26363,0.0194,231,24,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,21.99
1149,/internal/accounts/{accountId}/holds,POST,loans,1,none,0,0,0,1,3398,0.454,304,49,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,1,86.62
1150,/v1/forex/book,GET,loans,1,http:basic|http:bearer,1,1,1,1,49755,0.0144,300,45,1,dotnet,6.0,CVE-2024-21386,7.5,active,0,0,11.07
1151,/v1/kyc/verify,POST,kyc,1,http:basic|http:bearer,2,0,1,0,43157,0.0077,257,47,1,python,3.9,CVE-2023-40217,5.3,active,0,0,0.61
1152,/v1/loans/apply,DELETE,loans,1,http:basic|http:bearer,1,0,1,1,41850,0.0141,54,44,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,10.01
1153,/v1/customers/{customerId}/preferences,GET,cards,1,http:basic|http:bearer,2,1,1,1,45134,0.0029,166,38,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,6.88
1154,/v1/upi/pay,POST,kyc,1,http:basic|http:bearer,1,1,1,0,6825,0.0817,987,1179,0,springboot,2.7.18,CVE-2023-20860,7.5,orphaned,1,0,71.48
1155,/v1/forex/book,POST,forex,1,http:basic|http:bearer,2,0,1,1,11367,0.0166,169,44,1,python,3.11,CVE-2024-0397,5.9,active,0,0,17.95
1156,/v1/aa/data,GET,wealth,1,http:basic|http:bearer,1,1,1,55,75,0.0388,1042,547,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,0,0,34.18
1157,/v1/notifications/preferences,POST,core-banking,1,http:basic|http:bearer,2,1,1,1,27534,0.0368,1015,995,1,python,3.9,CVE-2023-40217,5.3,orphaned,1,0,53.28
1158,/v1/transfers/rtgs,DELETE,aa-bridge,1,http:basic|http:bearer,1,0,1,2,27883,0.0105,375,18,1,springboot,3.2.0,CVE-2024-22243,6.1,active,0,0,17.71
1159,/v1/transfers/neft,GET,kyc,1,http:basic|http:bearer,2,1,1,0,46640,0.0027,289,11,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,13.59
1160,/v1/cards/issue,POST,payments,1,http:basic|http:bearer,1,0,1,0,12665,0.004,133,51,1,nodejs,18.19,CVE-2024-22019,7.5,active,0,0,3.17
1161,/internal/forex/book,GET,audit,1,none,0,0,0,6,3660,0.3507,1328,13,0,springboot,3.2.0,CVE-2024-22243,6.1,orphaned,0,1,97.81
1162,/v1/cards/issue,POST,kyc,1,http:basic|http:bearer,2,0,1,0,18637,0.0013,55,37,1,python,3.9,CVE-2023-40217,5.3,active,0,0,4.07
1163,/v1/loans/{loanId}/repayment,GET,core-banking,1,http:basic|http:bearer,1,0,1,19,1,0.0653,1739,379,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,0,26.78
1164,/internal/forex/book,GET,loans,1,none,0,0,0,1,1779,0.3089,64,48,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,0,1,91.55
1165,/v1/kyc/aadhaar,DELETE,loans,1,http:basic|http:bearer,2,0,1,1,40108,0.0086,229,43,1,nodejs,20.11,CVE-2024-21892,7.8,active,0,0,28.57
1166,/v1/transfers/imps,GET,aa-bridge,1,http:basic|http:bearer,2,0,1,1,24793,0.0519,1450,482,0,nodejs,20.11,CVE-2024-21892,7.8,orphaned,1,0,64.42
1167,/v1/customers/{customerId}/documents,POST,audit,1,http:basic|http:bearer,2,0,1,2,26832,0.0145,111,1,1,python,3.11,CVE-2024-0397,5.9,active,0,0,15.21
1168,/v1/rd/book,GET,kyc,1,http:basic|http:bearer,1,0,1,2,49746,0.0163,228,28,1,golang,1.21,CVE-2024-24784,6.5,active,0,0,16.91
1169,/v1/notifications/preferences,GET,forex,1,http:basic|http:bearer,2,0,1,2,237,0.0728,206,1024,0,dotnet,8.0,CVE-2024-30045,6.8,orphaned,1,0,65.78
1170,/v1/transfers/swift,GET,audit,1,http:basic|http:bearer,1,0,1,36,77,0.1711,1713,531,0,python,3.9,CVE-2023-40217,5.3,orphaned,0,0,41.55
1171,/internal/customers/{customerId}/preferences,POST,loans,1,http:basic|http:bearer,0,0,0,1,3202,0.2175,449,18,0,golang,1.19,CVE-2023-29406,6.5,orphaned,0,1,68.29
1172,/v2/cards/{cardId}/freeze,DELETE,payments,2,http:basic|http:bearer,1,0,1,11,16,0.1745,378,982,0,python,3.11,CVE-2024-0397,5.9,orphaned,0,0,44.12
1173,/internal/rd/book,GET,cards,1,none,0,0,0,7,1426,0.4586,286,61,0,nodejs,14.21,CVE-2023-30581,8.8,orphaned,0,1,96.24
1174,/v1/beneficiaries,POST,loans,1,http:basic|http:bearer,1,0,1,2,46369,0.0018,262,45,0,python,3.7,CVE-2023-24329,7.5,active,0,0,26.75
1175,/v1/customers/{customerId}/documents,POST,loans,1,http:basic|http:bearer,2,0,1,0,26565,0.0406,1175,617,0,python,3.11,CVE-2024-0397,5.9,orphaned,1,0,53.19
1176,/v1/kyc/verify,GET,cards,1,http:basic|http:bearer,1,0,1,2,22310,0.0174,334,49,1,springboot,2.7.18,CVE-2023-20860,7.5,active,0,0,7.72
